RAZON_SOCIAL_VISITADA,GIRO_COMERCIAL,MUNICIPIO,ENTIDAD,ID_RAZON_SOCIAL_VISITADA
MERCADO Y CARNICERIA AL COSTO,ABARROTES,TIJUANA,BAJA CALIFORNIA,7355
MERCADO Y CARNICERIA EL MAIKY,ABARROTES,ROSARITO,BAJA CALIFORNIA,7356
MERCADO Y CARNICERIA LA FIESTA,ABARROTES,TIJUANA,BAJA CALIFORNIA,7357
MERCANTIL CENTRAL,ZAPATERIA,CHIHUAHUA,CHIHUAHUA,7358
MERCERIA CASA DIANA,MERCERIA,ECATEPEC DE MORELOS,MEXICO,7359
MERCERIA Y  PAPELERIA  ABAROA Y/O CARLOS ALBERTO RUIZ ABAROA,MERCERIA,PAZ  LA,BAJA CALIFORNIA SUR,7360
MERCERIA Y BOTONES MARK  S.A. DE C.V.,TEXTILES,CUAUHTEMOC,DISTRITO FEDERAL,7361
MERCERIA Y PAPELERIA LA PALOMITA,MERCERIA,MONTERREY,NUEVO LEON,7362
MERCO SABINAS Y/O OPERADORA MERCO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,SABINAS,COAHUILA DE ZARAGOZA,7363
MERENDERO SAN MARCOS - ROSENDO DE ANDA TERAN,RESTAURANT-BAR,AGUASCALIENTES,AGUASCALIENTES,7364
MERENDERO SAN PANCHO - EXQUISIMAR S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,AGUASCALIENTES,7365
"MERENDERO- BAR ""LA ANTIGUA""",RESTAURANTE,ZACATECAS,ZACATECAS,7366
MERKA COMERCIALIZADORA SA DE CV,TIENDA DE AUTOSERVICIO,ZAPOPAN,JALISCO,7367
MERRY TECH INTERNACIONAL  S.A. DE C.V.,PRODUCTOS ELECTRONICOS,AZCAPOTZALCO,DISTRITO FEDERAL,7368
METTA JAFIF ALFREDO,PRENDAS DE VESTIR,CHALCO,MEXICO,7369
METTA JAFIF ALFREDO Y/O PANTY LUK,PRENDAS DE VESTIR,PAZ  LA,MEXICO,7370
MEXCUT CORPORACION  S.A. DE C.V.,PRODUCTOS ELECTRICOS,TLALPAN,DISTRITO FEDERAL,7371
MEXICANO LOUNCHE BAR,BAR,CUAUHTEMOC,DISTRITO FEDERAL,7372
MEXICO HEBOO  JEWERLY S.A. DE C.V.,BISUTERIA,CUAUHTEMOC,DISTRITO FEDERAL,7373
MEZCAL 18.7,MEZCAL,SAN FRANCISCO LACHIGOLO,OAXACA,7374
MEZCAL ORO DE OAXACA,MEZCAL,OAXACA DE JUAREZ,OAXACA,7375
MEZCALITA,RESTAURANT-BAR,OAXACA DE JUAREZ,OAXACA,7376
MGX,SIN GIRO ESPECIFICO,SANTA CATARINA,NUEVO LEON,7377
MI ABARROTERA,ABARROTES,CHALCO,MEXICO,7378
MI BODEGA AURRERA,TIENDA DE AUTOSERVICIO,BERRIOZABAL,CHIAPAS,7379
MI BODEGA AURRERA ACTOPAN,TIENDA DE AUTOSERVICIO,ACTOPAN,HIDALGO,7380
MI BODEGA AURRERA TONALA,TIENDA DE AUTOSERVICIO,TONALA,CHIAPAS,7381
MI BODEGA AURRERA Y/O NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,TULUM,QUINTANA ROO,7382
MI BODEGA AURRERA Y/O NUEVA WAL MART DE MÂ¿XICO  S DE RL DE C.V.,TIENDA DE AUTOSERVICIO,NAUCALPAN DE JUAREZ,MEXICO,7383
MI BODEGA AURRERA Y/O NUEVA WALMART DE MEXICO S. DE R.L. DE CV.,TIENDA DE AUTOSERVICIO,SUCHIAPA,CHIAPAS,7384
MI BODEGA AURRERÂµ  Y/O NUEVA WAL*MART DE MÂ¿XICO S DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,XALISCO,NAYARIT,7385
MI GUSTO ES Y/O GRUPO RESTAURANTERO MI GUSTO ES  S. DE R.L. DE C.V.,RESTAURANT-BAR,METEPEC,MEXICO,7386
MI RANCHO MARKET,ABARROTES,MORELIA,MICHOACAN DE OCAMPO,7387
MI SUEÃO III,ABARROTES,PACHUCA DE SOTO,HIDALGO,7388
MIA FASHION,BOUTIQUE,CHIHUAHUA,CHIHUAHUA,7389
MIA FASHION BOUTIQUE,SIN GIRO ESPECIFICO,SANTA CATARINA,NUEVO LEON,7390
MICELANEA RUTH LUPITA,ABARROTES,ZACATECAS,ZACATECAS,7391
MICHE MANIA,RESTAURANT-BAR,APIZACO,TLAXCALA,7392
MICHE MIX,BAR,TLAXCALA,TLAXCALA,7393
MICHEL DOMIT.Y/O OPERADORA EN PIEL Y CALZADO  S.A DE C.V.,ZAPATERIA,NAUCALPAN DE JUAREZ,MEXICO,7394
MICHELADAS GALERIAS - ENRIQUE EDUARDO ROJERO GONZALEZ,BAR,AGUASCALIENTES,AGUASCALIENTES,7395
MICHELANDIA  S. A. DE C. V.,BAR,TLAXCALA,TLAXCALA,7396
MICHELLE ACCSORIOS,REGALOS,SAN CRISTOBAL DE LAS CASAS,CHIAPAS,7397
MICKEY ZAPATERIA,ZAPATERIA,CHIHUAHUA,CHIHUAHUA,7398
MICKY SPORT,ROPA PARA CABALLERO,GUADALUPE,NUEVO LEON,7399
MICROCLICK  S.A DE C.V,APARATOS ELECTRICOS-TRONICOS-DOMESTICOS,MONTERREY,NUEVO LEON,7400
MIGLIANO HNOS  S.A.,PELETERIA,CUAUHTEMOC,DISTRITO FEDERAL,7401
MIGUEL ALEJANDRO CANO NUÃEZ,ZAPATERIA,LEON,GUANAJUATO,7402
MIGUEL ANGEL DEL AGUILA MORALES,ARTICULOS DE BELLEZA,CUAUHTEMOC,DISTRITO FEDERAL,7403
MIGUEL ANGEL REYES MACIAS,PRODUCTOS ELECTRICOS,CUAUHTEMOC,DISTRITO FEDERAL,7404
MIGUELITO Y/O COMERCIALIZADORA MIGUELITO S.A. DE C.V.,PRENDAS DE VESTIR,MIGUEL HIDALGO,DISTRITO FEDERAL,7405
MILAN BOUTIQUE,BOUTIQUE,NAVOJOA,SONORA,7406
MILANO,PRENDAS DE VESTIR,APIZACO,TLAXCALA,7407
MILANO,PRENDAS DE VESTIR,CHIHUAHUA,CHIHUAHUA,7408
MILANO,ROPA PARA CABALLERO,TAPACHULA,CHIAPAS,7409
MILANO,PRENDAS DE VESTIR,TEAPA,TABASCO,7410
MILANO,PRENDAS DE VESTIR,ZAMORA,MICHOACAN DE OCAMPO,7411
MILANO DIAMOND GALLERY Y/O GOODMARK GALLERY  S.A DE C.V,JOYERIA,COZUMEL,QUINTANA ROO,7412
MILANO OPERADORA   S.A DE C.V.  Y/O  MILANO,PRENDAS DE VESTIR,CAMPECHE,CAMPECHE,7413
MILANO OPERADORA  S.A. DE C.V.,BOUTIQUE,CAMPECHE,CAMPECHE,7414
MILANO OPERADORA  S.A. DE C.V.,PRENDAS DE VESTIR,DURANGO,DURANGO,7415
MILANO OPERADORA  S.A. DE C.V.    Y/O MELODY,TIENDA DEPARTAMENTAL,CUERNAVACA,MORELOS,7416
MILANO OPERADORA  S.A. DE C.V. (MILANO),PRENDAS DE VESTIR,PAZ  LA,BAJA CALIFORNIA SUR,7417
MILANO OPERADORA S.A. DE C.V.,TEXTILES,ZACATECAS,ZACATECAS,7418
MILANO OPERADORA S.A. DE C.V.,PRENDAS DE VESTIR,ZACATECAS,ZACATECAS,7418
MILENA PAOLA QUIROGA ROMERO Y/O DONATELLA GALA BOUTIQUE,BOUTIQUE,PAZ  LA,BAJA CALIFORNIA SUR,7419
MILIA & JOJO Y/O INMOBILIARIA PAPILLON S.A. DE C.V.,ROPA PARA DAMA,NAUCALPAN DE JUAREZ,MEXICO,7420
MILLA CONTINENTAL  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,IZTACALCO,DISTRITO FEDERAL,7421
MILOS  MODA,ZAPATERIA,ZACATECAS,ZACATECAS,7422
MINAR SEGURIDAD INDUSTRIAL SA DE CV,SIN GIRO ESPECIFICO,GENERAL ESCOBEDO,NUEVO LEON,7423
MINERALIA,JOYERIA,OAXACA DE JUAREZ,OAXACA,7424
MINI INNOVA,REGALOS,ZACATELCO,TLAXCALA,7425
MINI MAC?S,UNIFORMES ESCOLARES,CUAUHTEMOC,DISTRITO FEDERAL,7426
MINI MARKET LA PERLITA   Y/O RODOLFO MARIN RAMIREZ,ABARROTES,HUIXQUILUCAN,MEXICO,7427
MINI MARKET NAVSON,ABARROTES,TIJUANA,BAJA CALIFORNIA,7428
MINI RIO MARKET,MINI SUPER,MONTERREY,NUEVO LEON,7429
MINI SUPER,ABARROTES VINOS Y LICORES,PACHUCA DE SOTO,HIDALGO,7430
MINI SUPER,DULCES Y CHOCOLATES,TAPACHULA,CHIAPAS,7431
MINI SUPER  SHERWOOD,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,7432
MINI SUPER  VINOS Y LICORES SEÃOR DRINK,VINOS Y LICORES,TLAHUAC,DISTRITO FEDERAL,7433
"MINI SUPER ""OKYO""",MINI SUPER,VICTORIA,TAMAULIPAS,7434
MINI SUPER 7 ROJO,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,7435
MINI SUPER 8,MINI SUPER,ATIZAPAN DE ZARAGOZA,MEXICO,7436
MINI SUPER ABA,MINI SUPER,REYNOSA,TAMAULIPAS,7437
MINI SUPER ABARROTES ANITA Y/O ANA MARIA GRANADOS VAZQUEZ,MINI SUPER,IZTAPALAPA,DISTRITO FEDERAL,7438
MINI SUPER ALEX,MINI SUPER,REYNOSA,TAMAULIPAS,7439
MINI SUPER ANDY,MINI SUPER,REYNOSA,TAMAULIPAS,7440
MINI SUPER ARMANDOÃ¯S MART Y/O CESAR BERNAL FLORES,MINI SUPER,HUIXQUILUCAN,MEXICO,7441
MINI SUPER BALANDRA Y/O MARIA TERESA BIANQUIS,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7442
MINI SUPER BRAYAN,ABARROTES,REYNOSA,TAMAULIPAS,7443
MINI SUPER CAMILA,ABARROTES,VILLA DE ALVAREZ,COLIMA,7444
MINI SUPER CANCER,MINI SUPER,REYNOSA,TAMAULIPAS,7445
MINI SUPER CASA BLANCA III/MARTIN MUÃOZ MUÃOZ,ABARROTES,NUEVO LAREDO,TAMAULIPAS,7446
MINI SUPER CASTILLO,MINI SUPER,REYNOSA,TAMAULIPAS,7447
MINI SUPER CHUCHINÃ¯S 6,MINI SUPER,BOCA DEL RIO,VERACRUZ,7448
MINI SUPER CLAUDIA Y/O JOSE DE JESUS PORRAS,MINI SUPER,PAZ  LA,BAJA CALIFORNIA SUR,7449
MINI SUPER CORMAG,ABARROTES,VILLA DE ALVAREZ,COLIMA,7450
MINI SUPER CRISTIAN,ABARROTES,REYNOSA,TAMAULIPAS,7451
MINI SUPER CRUZ AZUL,ABARROTES,REYNOSA,TAMAULIPAS,7452
MINI SUPER DIANA,ABARROTES,PACHUCA DE SOTO,HIDALGO,7453
MINI SUPER DIANA,MINI SUPER,REYNOSA,TAMAULIPAS,7454
MINI SUPER ECLIPSE,ABARROTES,REYNOSA,TAMAULIPAS,7455
MINI SUPER EL 13 DE LA BUENA SUERTE  Y/O MAURA CARMEN RAMOS MARTINEZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,7456
MINI SUPER EL AHORRO,ABARROTES,CUAUTITLAN IZCALLI,MEXICO,7457
MINI SUPER EL AVENTURERO CARNES FRIAS Y CERVEZA Y/O JOSE PEREZ COLIN,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,7458
MINI SUPER EL CHINO,MINI SUPER,ATIZAPAN DE ZARAGOZA,MEXICO,7459
MINI SUPER EL GUERO Y/O JOSE GUADALUPE GURROLA SANTOS,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7460
MINI SUPER EL NUEVO BIERZO,MINI SUPER,SAN LUIS POTOSI,SAN LUIS POTOSI,7461
MINI SUPER EL PARKE,ABARROTES,REYNOSA,TAMAULIPAS,7462
MINI SUPER ESTRELLA,ABARROTES,VICTORIA,TAMAULIPAS,7463
MINI SUPER EVELYN,ABARROTES,CAJEME,SONORA,7464
MINI SUPER FATIMA Y/O SANTOS ENRIQUE COTA ANGULO,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7465
MINI SUPER GARCIA,ABARROTES,SALTILLO,COAHUILA DE ZARAGOZA,7466
MINI SUPER GUTIERREZ Y/O LUIS ALBERTO ABRAHAM PENSADO PLATA,MINI SUPER,VICTORIA,TAMAULIPAS,7467
MINI SUPER HUICHO   Y/O LUIS ALBERTO FLORES GRANADOS,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7468
MINI SUPER JAVIER,MINI SUPER,TLALNEPANTLA DE BAZ,MEXICO,7469
MINI SUPER JEISIS,ABARROTES,CAJEME,SONORA,7470
MINI SUPER JESUS Y/O VICENTE GONZALEZ GARCIA,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,7471
MINI SUPER JIREH,ABARROTES,REYNOSA,TAMAULIPAS,7472
MINI SUPER JUVENTINO ROSAS,MINI SUPER,IZTACALCO,DISTRITO FEDERAL,7473
MINI SUPER LA DIVINA,MINI SUPER,ATIZAPAN DE ZARAGOZA,MEXICO,7474
MINI SUPER LA HACIENDA,MINI SUPER,NUEVO LAREDO,TAMAULIPAS,7475
MINI SUPER LALOS,ABARROTES,REYNOSA,TAMAULIPAS,7476
MINI SUPER LAS MONTAÃAS,MINI SUPER,VICTORIA,TAMAULIPAS,7477
MINI SUPER LOS LAURELES,ABARROTES,VILLA DE ALVAREZ,COLIMA,7478
MINI SUPER LOS VOLCANES,ABARROTES,COLIMA,COLIMA,7479
MINI SUPER MAMPRHY,MINI SUPER,TLALNEPANTLA DE BAZ,MEXICO,7480
MINI SUPER MANDUJANO Y/O MAURICIO MANDUJANO MONROY,ABARROTES,ECATEPEC DE MORELOS,MEXICO,7481
MINI SUPER MARES Y/O ESPERANZA RUIZ FERNANDEZ,ABARROTES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,7482
MINI SUPER MARY Y/O MARIA DE JESUS MONTEVERDE JUAREZ,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7483
MINI SUPER MEDINA,ABARROTES,REYNOSA,TAMAULIPAS,7484
MINI SUPER MELY Y/O TERESA DE JESUS PARRA TORRES,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7485
MINI SUPER MILOÃ¯S  Y/O HERMILO GONZALEZ RUIZ,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7486
MINI SUPER MM,ABARROTES,PACHUCA DE SOTO,HIDALGO,7487
MINI SUPER OASIS,MINI SUPER,ATIZAPAN DE ZARAGOZA,MEXICO,7488
MINI SUPER PATTY Y/0 MARTHA PATRICIA ZUÃIGA CARREON,MINI SUPER,VICTORIA,TAMAULIPAS,7489
MINI SUPER PATY,MINI SUPER,REYNOSA,TAMAULIPAS,7490
MINI SUPER PONCE,MINI SUPER,COLIMA,COLIMA,7491
MINI SUPER PREMIER Y/O ROSAS RIVERA EFRAIN,MINI SUPER,ACAPULCO DE JUAREZ,GUERRERO,7492
MINI SUPER QUETZULI,ABARROTES,MELCHOR OCAMPO,MEXICO,7493
MINI SUPER QUICKY SUCURSAL CONSTITUCION Y/O GABRIELA RAMOS VAZQUEZ,MINI SUPER,IZTAPALAPA,DISTRITO FEDERAL,7494
MINI SUPER RALO  Y/O GUILLERMINA LOYA ALBERTOS,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7495
MINI SUPER REYES Y/O ALFREDO REYES HERNANDEZ,ABARROTES,COACALCO DE BERRIOZABAL,MEXICO,7496
MINI SUPER ROJAS,ABARROTES,COLIMA,COLIMA,7497
MINI SUPER ROSY,MINI SUPER,REYNOSA,TAMAULIPAS,7498
MINI SUPER RUBI,MINI SUPER,REYNOSA,TAMAULIPAS,7499
MINI SUPER SAFARI Y/O ANDRES COSME MARTINEZ,MINI SUPER,NAUCALPAN DE JUAREZ,MEXICO,7500
MINI SUPER SALVA,ABARROTES,COLIMA,COLIMA,7501
MINI SUPER SAN JOSE,ABARROTES,CAJEME,SONORA,7502
MINI SUPER SANTA ANITA,ABARROTES,VILLA DE ALVAREZ,COLIMA,7503
MINI SUPER SANTA FE,ABARROTES,VILLA DE ALVAREZ,COLIMA,7504
MINI SUPER SANTA ISABEL Y/O JOSE RAMON SALCEDA MOREIRA,MINI SUPER,JILOTEPEC,MEXICO,7505
MINI SUPER STOP AND SAVING Y/O JULISSA VARGAS HERNANDEZ,ABARROTES,COLIMA,COLIMA,7506
MINI SUPER SUPER FRESH,MINI SUPER,TLALPAN,DISTRITO FEDERAL,7507
MINI SUPER SUR,MINI SUPER,COYOACAN,DISTRITO FEDERAL,7508
MINI SUPER TEX - MEX,ABARROTES,VICTORIA,TAMAULIPAS,7509
MINI SUPER TIA LOLA III,ABARROTES,COLIMA,COLIMA,7510
MINI SUPER VANESA  Y/O JOSE ELIAS ARIAS MARTINEZ,ABARROTES,COACALCO DE BERRIOZABAL,MEXICO,7511
MINI SUPER VERO Y/O AZTECA ABARROTERA TM S.A DE C.V.,ABARROTES,ECATEPEC DE MORELOS,MEXICO,7512
MINI SUPER YOSIMAR Y/O MA. GUADALUPE DORIA RODRIGUEZ,ABARROTES,VICTORIA,TAMAULIPAS,7513
MINIABASTOS S.A DE C.V,ABARROTES,OAXACA DE JUAREZ,OAXACA,7514
MINIABASTOS S.A. DE C.V.,ABARROTES,OAXACA DE JUAREZ,OAXACA,7515
MINIMART MARQUEZ  Y/O  CARLOS ARAMBURO  S.A. DE C.V.,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7516
MINIMART TABACHINES Y/O CARLOS ARAMBURO  S.A. DE C.V.,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7517
MINIMAS Y/O CARLOS ALBERTO LOPEZ MARTINEZ,ABARROTES,SAN SEBASTIAN TUTLA,OAXACA,7518
MINIMAS Y/O CARLOS ALBERTO LOPEZ MARTINEZ,ABARROTES,SANTA LUCIA DEL CAMINO,OAXACA,7519
MINIMERCADO Y CARNICERIA LA ESCONDIDA,CARNICERIA,TIJUANA,BAJA CALIFORNIA,7520
MINISUPER  ABARROTES VINOS Y LICORES LA HERRADURA Y/O THE OXXTRO,BEBIDAS ALCOHOLICAS,ATIZAPAN DE ZARAGOZA,MEXICO,7521
"MINISUPER ""LA ESPERANZA""",ABARROTES,ZACATECAS,ZACATECAS,7522
"MINISUPER ""MAS UNO""",TIENDAS DE CONVENIENCIA,ZACATECAS,ZACATECAS,7523
"MINISUPER ""SUPER THO""",ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,7524
"MINISUPER ""UNION""",MINI SUPER,ZACATECAS,ZACATECAS,7525
MINISUPER ANDREA 2,ABARROTES,PACHUCA DE SOTO,HIDALGO,7526
MINISUPER DE DESCUENTO  Y/O JOSE MANUEL CHAVEZ CARDOSA.,ABARROTES,TLALNEPANTLA,MORELOS,7527
MINISUPER DOS ESTRELLAS Y/O VICTOR JULIAN DOLORES CASTRO,BEBIDAS ALCOHOLICAS,IZTACALCO,DISTRITO FEDERAL,7528
MINISUPER EL TORITO,ABARROTES,SAN NICOLAS DE LOS GARZA,NUEVO LEON,7529
MINISUPER GUIZAR,ABARROTES,TECOMAN,COLIMA,7530
MINISUPER II,MINI SUPER,TLALNEPANTLA DE BAZ,MEXICO,7531
MINISUPER LA BASCULA,ABARROTES,CUAUHTEMOC,COLIMA,7532
MINISUPER LALO,MINI SUPER,TLAHUAC,DISTRITO FEDERAL,7533
MINISUPER NUEVO AMANECER Y/O DIEGO ISRAEL BALAM VELAZQUEZ,MINI SUPER,SOLIDARIDAD,QUINTANA ROO,7534
MINISUPER REGATO Y/O MA. GUADALUPE NAJERA HERRERA,ABARROTES,DURANGO,DURANGO,7535
MINISUPER SANTA BARBARA,ABARROTES,COLIMA,COLIMA,7536
MINISUPER Y MOLINA JOAN,ABARROTES,REYNOSA,TAMAULIPAS,7537
MINISUPER YAYUZU,ABARROTES,VICTORIA,TAMAULIPAS,7538
MINISUPER YEYOS,ABARROTES,CHIHUAHUA,CHIHUAHUA,7539
MINISUPER ZUÃIGA,MINI SUPER,VICTORIA,TAMAULIPAS,7540
MIRA INTERPRICE,ARTICULOS DE IMPORTACION,CUAUHTEMOC,DISTRITO FEDERAL,7541
MIRESOL BOUTIQUE,BOUTIQUE,COLIMA,COLIMA,7542
"MIRIAM DE LA PAZ EVANGELISTA  ""BOUTIQUE SIPIRILY""",BOUTIQUE,IGUALA DE LA INDEPENDENCIA,GUERRERO,7543
MIRINE Y/O YOU KEUN CHAN,ROPA PARA DAMA,CUAUHTEMOC,DISTRITO FEDERAL,7544
MIS MEZCALES,MEZCAL,OAXACA DE JUAREZ,OAXACA,7545
MISCELANEA   KAREN Y/O MARIA LUISA ORTEGA GARCIA,ABARROTES VINOS Y LICORES,NICOLAS ROMERO,MEXICO,7546
MISCELANEA  LA PASADITA,MISCELANEA,PACHUCA DE SOTO,HIDALGO,7547
MISCELANEA  LUPITA,PRENDAS DE VESTIR,ZUMPANGO,MEXICO,7548
MISCELANEA  MARY,ABARROTES,CUAUHTEMOC,DISTRITO FEDERAL,7549
MISCELANEA  VIRIS,MISCELANEA,TLALNEPANTLA DE BAZ,MEXICO,7550
"MISCELANEA ""AMERICA""   Y/O GRACIELA GARCIA",MISCELANEA,NICOLAS ROMERO,MEXICO,7551
"MISCELANEA ""ARCOIRIS""",ABARROTES,TLAXCALA,TLAXCALA,7552
"MISCELANEA ""EL PROFE""",MISCELANEA,ZACATECAS,ZACATECAS,7553
"MISCELANEA ""NORMA""",ABARROTES,APIZACO,TLAXCALA,7554
"MISCELANEA ""SUPER YA VEGA""",ABARROTES,APIZACO,TLAXCALA,7555
MISCELANEA ADRIANA II Y/O MELO SIERRA ESPERANZA,MISCELANEA,ECATEPEC DE MORELOS,MEXICO,7556
MISCELANEA AJUSCO,MISCELANEA,COYOACAN,DISTRITO FEDERAL,7557
MISCELANEA ALE Y/O MARIA ALEJANDRA BENITEZ JARAMILLO,MISCELANEA,NAUCALPAN DE JUAREZ,MEXICO,7558
MISCELANEA ALEX Y/O ALEJANDRA RAMIREZ ORTEGA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,7559
MISCELANEA ANA PAOLA,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,7560
MISCELANEA ANDY VIRIS Y/O ANDREA VIRIDIANA GOMEZ LUGO,ABARROTES,COACALCO DE BERRIOZABAL,MEXICO,7561
MISCELANEA ANNEL  Y/O CONCEPCION AGUILAR LOPEZ,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7562
MISCELANEA ARELY,ABARROTES,MINERAL DE LA REFORMA,HIDALGO,7563
MISCELANEA ARELY  Y/O IRINEA ANTUNEZ ALONSO,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7564
MISCELANEA ARELY BRENDA,ABARROTES,ZUMPANGO,MEXICO,7565
MISCELANEA ARIES,ABARROTES,MELCHOR OCAMPO,MEXICO,7566
MISCELANEA ARIES,ABARROTES,ZUMPANGO,MEXICO,7567
MISCELANEA AVE FENIX,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,7568
MISCELANEA BAMBINO,ABARROTES,MINERAL DE LA REFORMA,HIDALGO,7569
MISCELANEA BOM BON,ABARROTES,ZUMPANGO,MEXICO,7570
MISCELANEA CAMPANITA,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,7571
MISCELANEA CARLOS Y JOSE  Y/O GUADALUPE CHACON GONZALEZ,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7572
MISCELANEA CARO,ABARROTES,MELCHOR OCAMPO,MEXICO,7573
MISCELANEA CASA SERA,ABARROTES,PACHUCA DE SOTO,HIDALGO,7574
MISCELANEA CERVANTES,ABARROTES,NEXTLALPAN,MEXICO,7575
MISCELANEA CHELY    Y/O IRMA PACHECO LOPEZ.,ABARROTES,CUERNAVACA,MORELOS,7576
MISCELANEA CHEY,ABARROTES VINOS Y LICORES,HUAMANTLA,TLAXCALA,7577
MISCELANEA CHIVIS,ABARROTES,PACHUCA DE SOTO,HIDALGO,7578
MISCELANEA COPORO HILLS,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,7579
MISCELANEA DELIA Y/O MIGUEL ANGEL SIORDIA CERMEÃO,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7580
MISCELANEA DON JUAN,ABARROTES,ZUMPANGO,MEXICO,7581
MISCELANEA DON PORFIS Y/O ELVIA LEONOR DIONISIO CASTILLO,MISCELANEA,NICOLAS ROMERO,MEXICO,7582
MISCELANEA DON TOÃO,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,7583
MISCELANEA EDGAR,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,7584
MISCELANEA EL AMIGO Y/O J. FRANCISCO SANCHEZ GARCIA,ABARROTES,NICOLAS ROMERO,MEXICO,7585
MISCELANEA EL ARBOLITO,MISCELANEA,MELCHOR OCAMPO,MEXICO,7586
MISCELANEA EL ARCO,ABARROTES,TEOLOYUCAN,MEXICO,7587
MISCELANEA EL DESPACHO,MISCELANEA,TLALNEPANTLA DE BAZ,MEXICO,7588
MISCELANEA EL FARO,MISCELANEA,ATIZAPAN DE ZARAGOZA,MEXICO,7589
MISCELANEA EL LEON Y/O LEONARDO ERNESTO GONZALEZ MARTINEZ,ABARROTES,COACALCO DE BERRIOZABAL,MEXICO,7590
MISCELANEA EL MINERO,MISCELANEA,MINERAL DE LA REFORMA,HIDALGO,7591
MISCELANEA EL OAXAQUEÃO,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,7592
MISCELANEA EL PARAISO Y/O ALONSO MANUEL DIAZ PROAL,ABARROTES,ECATEPEC DE MORELOS,MEXICO,7593
MISCELANEA EL PENTAGONO,POLLERIA,ATIZAPAN DE ZARAGOZA,MEXICO,7594
MISCELANEA EL TUCAN Y/O LEONARDA MARIA SANTOS CHAVEZ,ABARROTES,PAZ  LA,BAJA CALIFORNIA SUR,7595
MISCELANEA ELECTRA,MISCELANEA,TLALNEPANTLA DE BAZ,MEXICO,7596
MISCELANEA ELVIS,ABARROTES,ZUMPANGO,MEXICO,7597
MISCELANEA EMANUEL,ABARROTES,TEQUIXQUIAC,MEXICO,7598
MISCELANEA ESMERALDA,ABARROTES,COYOACAN,DISTRITO FEDERAL,7599
MISCELANEA ESTRELLA,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,7600
MISCELANEA ESTRELLA,ABARROTES,ZUMPANGO,MEXICO,7601
MISCELANEA FONTANA,ABARROTES,PACHUCA DE SOTO,HIDALGO,7602
MISCELANEA FRANK Y/O MARIA DEL REFUGIO NICASIA LOPEZ RAMIREZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,7603
MISCELANEA GALEANA,ABARROTES,ZUMPANGO,MEXICO,7604
MISCELANEA GARCIA,ABARROTES,CUAUTITLAN IZCALLI,MEXICO,7605
MISCELANEA GARCIA,MISCELANEA,MELCHOR OCAMPO,MEXICO,7606
MISCELANEA GARCIA,ABARROTES,ZUMPANGO,MEXICO,7607
MISCELANEA GARCIA Y/O MARTHA GARCIA GARCIA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,7608
MISCELANEA GARY,ABARROTES,PACHUCA DE SOTO,HIDALGO,7609
MISCELANEA GATA,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,7610
MISCELANEA GEMA,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,7611
MISCELANEA GEMELAS Y/O ALICIA REYES FLORES,ABARROTES,ECATEPEC DE MORELOS,MEXICO,7612
